Clima,Conocimiento_sobre_plantas,Especie_planta,Mantiene_Planta_Tóxica,Tiempo_de_dedicacion,Preferencia_tonos,Tipo_vivienda,Toxic_Yes
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Violeta africana,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Palmera de bambú,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Lavanda,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Salvia,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Ficus benjamina,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aloe vera,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Palmera de bambú,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Caléndula,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Orquídea phalaenopsis,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cactus de bola,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Lavanda,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Petunia,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Helecho de Boston,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Costilla de Adán,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Fittonia,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Cactus de Navidad,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Violeta africana,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Planta de serpiente/ Espada de San Jorge,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Orquídea phalaenopsis,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Aloe vera,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Echeveria,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Hiedra inglesa,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Palmera de bambú,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Lavanda,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Fucsia,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Narcisos,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
Semidesertico,Tengo nociones básicas,Pilea,No,Cuando me acuerdo,Fríos,Apartamento,0.0
Semidesertico,Tengo nociones básicas,Palo de Brasil,No,Cuando me acuerdo,Fríos,Apartamento,0.0
Semidesertico,Tengo nociones básicas,Dracaena marginata,No,Cuando me acuerdo,Fríos,Apartamento,0.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Costilla de Adán,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Fittonia,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Cactus de Navidad,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Orquídea phalaenopsis,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Ficus benjamina,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Philodendron,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Lavanda,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Astilbe,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Fucsia,Sí,Les hago bastante caso,Fríos,Adosado,1.0
Mi estado se presta para las 4 estaciones del año. ,Soy un/a experto/a,Caléndula,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Violeta africana,No,La verdad que no,Cálidos,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Orquídea phalaenopsis,No,La verdad que no,Cálidos,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Aloe vera,No,La verdad que no,Cálidos,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Echeveria,No,La verdad que no,Cálidos,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Petunia,No,La verdad que no,Cálidos,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Nada,Fucsia,No,La verdad que no,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Helecho de Boston,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aloe vera,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de araña,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Caléndula,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Cactus de bola,Sí,Cuando me acuerdo,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Palo de Brasil,No,La verdad que no,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Begonia rex,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Fittonia,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Caléndula,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Cinta,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Filodendro,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Costilla de Adán,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Pothos,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Planta de serpiente/ Espada de San Jorge,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Cactus de jade,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Crasula/ Suculenta de Jade,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Aloe vera,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Haworthia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Echeveria,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Helecho de Boston,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Tradescantia,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Pothos,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Crasula/ Suculenta de Jade,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de bola,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Echeveria,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Costilla de Adán,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Begonia rex,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Crasula/ Suculenta de Jade,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Haworthia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Aloe vera,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Kalanchoe,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Planta de araña,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Lavanda,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aloe vera,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Espatifilo,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Helecho de Boston,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Filodendro,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pilea,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cactus de Navidad,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Violeta africana,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pothos,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Orquídea phalaenopsis,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Crasula/ Suculenta de Jade,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Ficus benjamina,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aeonium,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Echeveria,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Agave,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Hiedra inglesa,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Philodendron,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Lavanda,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Petunia,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Begonia,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Caléndula,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Fucsia,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Espatifilo,Sí,Cuando me acuerdo,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Pothos,Sí,La verdad que no,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,Sí,La verdad que no,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Planta de araña,Sí,La verdad que no,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cactus de jade,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
